income,employment,hrs_work,race,age,gender,citizen,time_to_work,lang,married,edu,disability,birth_qrtr
0,not in labor force,NA,other,48,female,no,NA,other,yes,hs or lower,no,jul thru sep
8000,employed,20,white,41,female,yes,30,other,yes,grad,no,jan thru mar
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,oct thru dec
0,not in labor force,NA,white,92,female,yes,NA,english,no,hs or lower,yes,oct thru dec
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,apr thru jun
25000,employed,40,white,29,female,yes,15,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,other,18,male,yes,NA,english,no,hs or lower,no,oct thru dec
10000,employed,40,white,35,female,yes,5,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,88,female,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,79,male,yes,NA,english,yes,college,no,jan thru mar
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,asian,13,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,81,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,jan thru mar
80000,employed,40,white,38,male,yes,20,other,no,grad,no,apr thru jun
0,not in labor force,NA,white,74,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
NA,NA,NA,other,3,male,yes,NA,NA,no,hs or lower,no,oct thru dec
0,not in labor force,NA,black,17,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,apr thru jun
40000,employed,40,black,28,male,yes,40,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,7,female,yes,NA,other,no,hs or lower,no,apr thru jun
0,not in labor force,NA,asian,76,male,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,79,female,yes,NA,other,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,44,male,yes,NA,english,no,hs or lower,no,oct thru dec
130000,employed,50,white,34,male,yes,40,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,61,female,yes,NA,english,yes,grad,yes,jul thru sep
33300,employed,50,white,25,male,yes,20,english,no,college,no,jul thru sep
0,not in labor force,NA,white,88,female,yes,NA,english,no,hs or lower,yes,oct thru dec
65000,employed,40,white,38,female,no,90,other,no,hs or lower,no,oct thru dec
3000,employed,35,white,21,male,yes,3,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,58,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,53,female,yes,NA,english,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,black,17,female,yes,NA,english,no,hs or lower,no,jan thru mar
70000,employed,50,white,54,male,yes,15,english,yes,college,no,jan thru mar
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,jan thru mar
36000,employed,50,white,37,male,yes,15,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,black,13,male,yes,NA,english,no,hs or lower,yes,jan thru mar
NA,NA,NA,white,10,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,37,female,yes,NA,english,yes,hs or lower,no,jan thru mar
399000,employed,40,white,62,male,yes,60,english,yes,grad,no,jan thru mar
25000,employed,40,white,54,male,yes,10,english,yes,hs or lower,no,oct thru dec
0,unemployed,NA,white,83,male,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,58,male,no,NA,other,no,hs or lower,no,jul thru sep
46000,employed,40,other,25,male,yes,70,english,no,hs or lower,no,jul thru sep
5000,not in labor force,42,white,60,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,93,female,yes,NA,other,no,college,yes,jan thru mar
12000,employed,40,black,47,male,yes,20,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,57,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,other,46,female,yes,NA,english,yes,hs or lower,yes,apr thru jun
30000,employed,25,white,21,female,yes,NA,english,no,hs or lower,no,jan thru mar
86000,employed,44,white,55,male,yes,40,english,yes,hs or lower,no,oct thru dec
19200,employed,40,white,25,female,yes,10,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,50,female,yes,NA,english,no,hs or lower,yes,oct thru dec
350,employed,30,white,50,female,yes,20,english,no,college,no,oct thru dec
75000,employed,40,white,59,male,yes,20,english,yes,college,no,jul thru sep
0,not in labor force,NA,white,53,male,yes,NA,english,no,hs or lower,no,oct thru dec
2800,employed,15,black,19,female,yes,5,english,no,hs or lower,no,oct thru dec
8000,employed,25,white,24,male,yes,45,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,5,female,yes,NA,english,no,hs or lower,no,oct thru dec
20000,employed,40,white,30,female,yes,20,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,7,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,72,female,yes,NA,other,no,hs or lower,no,jan thru mar
20000,employed,35,black,41,female,yes,10,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,43,female,yes,NA,other,no,hs or lower,no,jul thru sep
50000,employed,40,black,29,female,yes,10,english,no,college,no,oct thru dec
0,not in labor force,NA,other,53,male,yes,NA,other,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,20,male,yes,NA,english,no,hs or lower,no,jul thru sep
3600,not in labor force,16,white,63,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
NA,NA,NA,other,7,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,32,female,yes,NA,english,no,hs or lower,no,jan thru mar
40000,unemployed,45,white,48,male,yes,NA,english,yes,college,no,jul thru sep
19500,employed,40,black,53,male,yes,20,english,yes,hs or lower,no,apr thru jun
130000,employed,45,asian,44,male,no,70,other,yes,grad,no,jan thru mar
92000,employed,40,white,36,male,yes,30,english,yes,hs or lower,no,jan thru mar
0,NA,NA,white,15,female,yes,NA,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,black,51,female,yes,NA,english,no,hs or lower,yes,jan thru mar
8000,employed,40,black,59,male,yes,10,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,76,male,yes,NA,english,no,hs or lower,no,jan thru mar
50000,employed,40,white,27,male,yes,45,english,no,college,no,jan thru mar
0,not in labor force,NA,white,19,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,74,male,yes,NA,other,no,college,no,oct thru dec
NA,NA,NA,white,7,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,64,female,yes,NA,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,67,female,yes,NA,english,yes,hs or lower,no,jan thru mar
104000,employed,45,white,60,male,yes,27,english,no,college,no,apr thru jun
300,not in labor force,2,white,84,male,yes,NA,english,no,grad,no,apr thru jun
26000,employed,40,white,53,female,yes,20,english,no,college,no,oct thru dec
0,unemployed,NA,black,22,female,yes,NA,english,no,college,yes,jul thru sep
0,not in labor force,NA,white,19,female,yes,NA,english,no,hs or lower,no,jan thru mar
70000,employed,40,white,59,female,yes,15,english,yes,grad,no,jul thru sep
14700,employed,10,other,67,female,yes,6,other,no,grad,no,jan thru mar
0,unemployed,NA,white,19,male,yes,NA,english,no,hs or lower,no,apr thru jun
5000,not in labor force,35,white,26,male,yes,NA,english,no,hs or lower,yes,apr thru jun
22900,not in labor force,40,white,54,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,79,male,yes,NA,english,yes,hs or lower,no,jan thru mar
68000,employed,40,white,27,male,yes,15,english,no,hs or lower,no,jul thru sep
288000,employed,60,white,34,male,yes,35,english,yes,college,no,jul thru sep
6600,unemployed,50,white,53,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
8800,employed,10,black,57,female,yes,NA,english,yes,college,no,jul thru sep
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,jul thru sep
90000,employed,40,white,58,male,yes,75,english,yes,college,no,jan thru mar
43600,employed,40,white,61,female,yes,35,english,no,college,no,oct thru dec
0,not in labor force,NA,white,48,female,yes,NA,english,yes,hs or lower,no,jul thru sep
26000,employed,45,white,29,male,yes,20,english,no,hs or lower,no,jan thru mar
24000,employed,38,white,51,female,yes,15,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,60,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,50,male,yes,NA,english,yes,hs or lower,no,jan thru mar
0,unemployed,NA,black,18,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,89,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,employed,65,white,59,male,yes,5,english,yes,hs or lower,yes,jul thru sep
0,employed,4,other,50,male,yes,35,english,no,hs or lower,yes,jan thru mar
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,apr thru jun
94000,employed,60,white,49,male,yes,15,english,yes,college,no,jul thru sep
1000,not in labor force,15,white,18,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,55,male,yes,NA,other,no,hs or lower,yes,jan thru mar
0,employed,35,white,36,male,yes,3,english,yes,grad,no,jan thru mar
NA,NA,NA,white,8,male,yes,NA,english,no,hs or lower,no,jul thru sep
2000,unemployed,40,other,61,male,yes,NA,other,yes,hs or lower,no,oct thru dec
0,employed,25,white,61,male,yes,NA,other,yes,college,no,jan thru mar
15000,employed,50,white,22,male,yes,15,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,7,male,yes,NA,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,61,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,93,female,yes,NA,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,16,male,yes,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,other,7,female,yes,NA,english,no,hs or lower,no,jul thru sep
12000,not in labor force,38,white,63,female,yes,NA,english,yes,college,no,apr thru jun
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,jul thru sep
31000,employed,40,white,26,male,yes,45,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,black,19,male,yes,NA,english,no,hs or lower,no,jan thru mar
25000,employed,25,black,28,male,yes,60,other,no,college,no,oct thru dec
NA,NA,NA,white,8,female,no,NA,other,no,hs or lower,no,oct thru dec
NA,NA,NA,black,5,male,no,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,5,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,88,male,yes,NA,english,no,hs or lower,no,apr thru jun
58000,employed,40,white,53,male,yes,10,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,50,female,yes,NA,english,no,hs or lower,yes,jul thru sep
32200,employed,40,other,72,male,yes,30,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,black,4,male,yes,NA,NA,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,59,male,yes,NA,other,no,hs or lower,yes,apr thru jun
53000,employed,45,white,53,male,yes,5,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,17,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,82,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,63,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,unemployed,NA,white,22,male,yes,NA,english,no,hs or lower,no,jul thru sep
32000,employed,40,black,30,female,yes,20,english,no,college,no,jul thru sep
15000,employed,23,white,25,female,yes,40,english,no,college,no,oct thru dec
18000,employed,40,white,55,male,yes,30,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,13,male,yes,NA,other,no,hs or lower,no,jul thru sep
17100,employed,40,white,44,male,yes,142,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,68,male,yes,NA,english,yes,college,no,jan thru mar
3000,employed,25,white,29,male,yes,60,other,no,hs or lower,yes,oct thru dec
135000,employed,60,white,60,male,yes,5,english,yes,college,no,jan thru mar
0,not in labor force,NA,white,69,female,yes,NA,english,yes,hs or lower,yes,apr thru jun
800,employed,11,white,39,female,yes,45,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,other,6,male,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,68,male,yes,NA,english,yes,college,yes,jan thru mar
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,70,male,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,79,female,yes,NA,english,no,hs or lower,no,apr thru jun
18000,employed,40,white,37,female,yes,35,english,yes,grad,no,jan thru mar
0,not in labor force,NA,white,82,female,yes,NA,english,yes,hs or lower,no,jan thru mar
9000,employed,30,white,70,female,yes,NA,english,no,grad,no,oct thru dec
0,not in labor force,NA,white,85,female,yes,NA,other,no,hs or lower,yes,oct thru dec
81000,employed,50,white,64,male,yes,3,english,yes,grad,no,oct thru dec
0,not in labor force,NA,black,32,male,yes,NA,english,no,hs or lower,yes,jul thru sep
20000,employed,30,white,21,female,yes,35,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,72,female,yes,NA,english,yes,college,no,oct thru dec
0,not in labor force,NA,white,64,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,85,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
38000,employed,48,black,44,female,yes,30,english,no,college,no,jan thru mar
0,not in labor force,NA,white,21,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jul thru sep
51000,employed,40,asian,61,female,no,15,other,yes,college,no,oct thru dec
0,not in labor force,NA,asian,20,female,no,NA,other,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,90,female,yes,NA,english,no,hs or lower,yes,jan thru mar
0,unemployed,NA,white,46,female,no,NA,other,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,94,female,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,66,male,yes,NA,english,no,hs or lower,yes,jan thru mar
2000,not in labor force,35,white,20,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,NA,NA,white,15,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,employed,36,white,40,female,yes,10,english,yes,hs or lower,no,jan thru mar
0,not in labor force,35,white,61,male,yes,NA,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,53,female,yes,NA,other,yes,hs or lower,no,oct thru dec
670,employed,15,white,34,female,yes,30,english,no,college,no,oct thru dec
0,not in labor force,NA,white,70,male,yes,NA,english,yes,hs or lower,no,oct thru dec
1200,not in labor force,40,white,40,female,yes,NA,other,yes,grad,no,jul thru sep
0,not in labor force,NA,white,45,male,yes,NA,english,no,hs or lower,yes,apr thru jun
40000,employed,45,white,23,male,yes,40,english,no,college,no,apr thru jun
9000,employed,48,white,50,male,yes,10,english,yes,hs or lower,no,jul thru sep
6000,unemployed,20,black,22,male,yes,NA,english,no,hs or lower,no,oct thru dec
65000,employed,40,other,43,male,yes,15,english,yes,college,no,jul thru sep
2100,unemployed,6,white,72,male,yes,NA,english,no,hs or lower,no,oct thru dec
128000,employed,50,white,46,male,yes,60,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,other,5,male,yes,NA,english,no,hs or lower,yes,jul thru sep
NA,NA,NA,white,7,male,yes,NA,english,no,hs or lower,yes,oct thru dec
NA,NA,NA,other,8,male,no,NA,other,no,hs or lower,no,jul thru sep
NA,NA,NA,white,12,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,64,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,71,male,yes,NA,english,yes,grad,no,apr thru jun
0,not in labor force,NA,white,69,female,yes,NA,english,yes,grad,no,apr thru jun
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,jan thru mar
700,unemployed,9,asian,48,female,no,NA,other,yes,college,no,jan thru mar
5200,not in labor force,25,white,24,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,50,female,yes,NA,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,59,female,yes,NA,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,12,female,yes,NA,english,no,hs or lower,no,jul thru sep
500,not in labor force,25,white,28,male,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,79,male,yes,NA,english,yes,hs or lower,no,jan thru mar
50000,employed,75,white,35,male,yes,3,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,79,female,yes,NA,english,yes,grad,no,jan thru mar
0,not in labor force,NA,white,79,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,12,male,yes,NA,other,no,hs or lower,no,oct thru dec
32900,employed,38,white,50,male,yes,20,english,yes,grad,no,jan thru mar
75000,employed,50,white,44,male,yes,1,english,no,hs or lower,no,oct thru dec
22000,employed,36,white,28,female,yes,20,english,yes,hs or lower,no,apr thru jun
6000,unemployed,40,white,28,female,yes,NA,english,yes,grad,no,apr thru jun
0,not in labor force,NA,white,85,male,yes,NA,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,black,4,female,yes,NA,NA,no,hs or lower,no,apr thru jun
35000,employed,60,white,51,male,yes,15,other,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,black,51,female,yes,NA,english,no,hs or lower,yes,jan thru mar
95000,employed,40,black,62,male,yes,60,english,yes,college,no,jul thru sep
35500,employed,45,white,29,male,yes,10,english,no,college,no,apr thru jun
0,not in labor force,NA,white,68,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,employed,60,white,46,male,yes,15,english,yes,grad,no,oct thru dec
65000,employed,40,white,46,female,yes,NA,english,no,college,no,jul thru sep
24000,employed,36,white,27,female,yes,25,english,no,college,no,jul thru sep
0,not in labor force,NA,white,83,female,yes,NA,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,other,2,male,yes,NA,NA,no,NA,no,apr thru jun
0,not in labor force,NA,white,64,male,yes,NA,english,no,college,no,jul thru sep
0,unemployed,NA,white,59,female,yes,NA,english,no,hs or lower,no,apr thru jun
110000,employed,35,white,57,female,yes,5,english,no,hs or lower,no,jul thru sep
0,employed,40,white,23,female,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,oct thru dec
17000,employed,40,white,24,male,yes,5,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,66,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,82,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,black,91,female,yes,NA,english,no,hs or lower,yes,jul thru sep
NA,NA,NA,white,14,female,yes,NA,other,no,hs or lower,no,oct thru dec
35000,employed,40,white,52,male,yes,15,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,apr thru jun
3000,unemployed,40,black,29,female,yes,NA,english,no,college,no,jan thru mar
38000,employed,60,white,49,female,yes,45,english,yes,hs or lower,no,oct thru dec
50000,employed,40,white,68,male,yes,NA,english,yes,hs or lower,no,jul thru sep
5000,employed,30,white,18,female,yes,10,english,no,hs or lower,no,jul thru sep
1200,employed,25,white,20,male,yes,15,english,no,hs or lower,yes,oct thru dec
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,80,female,yes,NA,english,no,college,no,jul thru sep
0,NA,NA,asian,15,female,no,NA,other,no,hs or lower,no,oct thru dec
5000,employed,15,white,18,male,yes,10,english,no,hs or lower,no,jan thru mar
NA,NA,NA,black,13,male,yes,NA,english,no,hs or lower,no,apr thru jun
22000,employed,40,white,41,female,no,7,other,no,hs or lower,no,jul thru sep
40000,employed,40,other,46,male,yes,15,other,yes,college,no,oct thru dec
0,not in labor force,NA,black,71,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,38,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,45,male,yes,NA,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,59,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
NA,NA,NA,white,9,female,yes,NA,english,no,hs or lower,no,jan thru mar
60000,employed,40,white,67,male,yes,30,english,yes,college,no,jan thru mar
NA,NA,NA,white,8,male,no,NA,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,17,female,yes,NA,other,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,other,45,female,no,NA,other,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,28,male,yes,NA,english,no,hs or lower,no,jan thru mar
46000,employed,40,white,48,female,yes,20,english,yes,college,no,oct thru dec
28000,employed,40,white,58,female,yes,7,other,yes,hs or lower,no,jan thru mar
130000,employed,60,white,57,male,yes,20,english,yes,college,no,apr thru jun
NA,NA,NA,white,5,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,69,female,yes,NA,english,no,college,no,jan thru mar
0,not in labor force,NA,white,49,female,yes,NA,english,yes,hs or lower,no,oct thru dec
20000,employed,40,other,61,female,no,30,other,yes,hs or lower,no,oct thru dec
70000,employed,48,white,38,male,yes,40,english,no,college,no,apr thru jun
65000,unemployed,40,black,47,male,yes,NA,english,yes,hs or lower,no,jul thru sep
42000,employed,40,white,30,female,yes,25,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,60,male,yes,NA,english,no,hs or lower,no,apr thru jun
60000,employed,40,white,30,male,yes,25,english,yes,hs or lower,no,apr thru jun
340000,employed,20,white,67,male,yes,45,english,yes,grad,no,oct thru dec
0,unemployed,NA,white,26,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,8,female,yes,NA,english,no,hs or lower,no,jul thru sep
4800,not in labor force,24,white,65,female,yes,NA,english,no,hs or lower,no,jan thru mar
120000,employed,80,asian,33,female,yes,NA,english,yes,college,no,jan thru mar
8300,employed,10,white,16,female,yes,NA,english,no,hs or lower,no,jan thru mar
18000,employed,40,black,26,male,yes,20,english,no,hs or lower,no,oct thru dec
20000,employed,40,asian,25,male,yes,40,other,no,college,no,jul thru sep
0,not in labor force,NA,other,40,male,yes,NA,english,no,hs or lower,yes,apr thru jun
15000,employed,36,white,24,male,yes,90,english,no,hs or lower,no,oct thru dec
40000,employed,42,white,46,female,yes,25,english,yes,college,no,apr thru jun
40600,employed,40,white,63,male,yes,45,english,yes,hs or lower,no,jul thru sep
2000,unemployed,14,white,18,female,yes,NA,english,no,hs or lower,no,oct thru dec
40000,employed,42,black,46,male,yes,12,english,yes,college,no,oct thru dec
750,employed,1,black,49,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,other,3,male,yes,NA,NA,no,hs or lower,no,apr thru jun
NA,NA,NA,white,6,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,70,female,yes,NA,english,yes,hs or lower,no,jul thru sep
345000,employed,60,white,41,male,yes,25,english,yes,college,no,jul thru sep
16200,employed,40,asian,23,male,no,15,other,no,hs or lower,no,jan thru mar
NA,NA,NA,white,10,female,yes,NA,other,no,hs or lower,no,jan thru mar
3900,employed,32,white,19,male,yes,20,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,6,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,6,female,yes,NA,other,no,hs or lower,no,apr thru jun
11000,employed,35,black,19,male,yes,60,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,72,female,yes,NA,english,no,college,no,oct thru dec
0,not in labor force,NA,white,93,male,yes,NA,other,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,17,female,yes,NA,english,no,hs or lower,no,jan thru mar
150000,employed,40,white,56,male,yes,NA,english,yes,college,no,jan thru mar
52000,employed,45,black,59,female,yes,25,english,yes,hs or lower,no,oct thru dec
51000,employed,40,white,56,male,yes,10,english,yes,grad,no,jul thru sep
45000,employed,32,black,61,female,yes,5,english,no,college,no,oct thru dec
58000,employed,43,white,55,male,yes,35,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,employed,6,white,66,female,yes,15,english,no,college,no,jul thru sep
10500,employed,40,white,44,female,yes,60,english,no,college,no,apr thru jun
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,17,male,yes,NA,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,67,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,employed,50,white,56,male,yes,25,english,no,college,no,apr thru jun
NA,NA,NA,other,10,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,jan thru mar
75000,employed,40,white,44,male,yes,30,english,yes,hs or lower,no,oct thru dec
45000,employed,50,white,38,male,yes,5,english,yes,grad,no,jul thru sep
NA,NA,NA,other,3,male,yes,NA,NA,no,hs or lower,no,jan thru mar
45000,not in labor force,40,white,61,male,yes,NA,english,no,hs or lower,yes,oct thru dec
800,employed,30,white,53,male,yes,45,english,no,hs or lower,yes,oct thru dec
6000,employed,25,white,23,male,yes,5,english,no,hs or lower,no,jul thru sep
158000,employed,40,white,54,female,yes,15,english,yes,college,no,jul thru sep
58000,employed,50,other,40,male,yes,25,other,yes,hs or lower,no,oct thru dec
20200,employed,40,white,29,female,no,60,other,yes,college,no,jan thru mar
63000,employed,60,black,48,male,yes,15,english,yes,college,no,jul thru sep
NA,NA,NA,other,0,male,yes,NA,NA,no,NA,yes,apr thru jun
31000,employed,40,white,34,female,yes,75,english,no,hs or lower,no,oct thru dec
27000,employed,40,white,49,female,yes,25,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,55,female,yes,NA,english,no,hs or lower,yes,apr thru jun
25000,employed,40,other,20,female,yes,20,english,no,hs or lower,no,jan thru mar
37600,employed,70,white,55,male,yes,30,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,19,male,yes,NA,english,no,hs or lower,no,oct thru dec
28500,employed,40,other,54,male,yes,10,other,yes,hs or lower,no,jan thru mar
0,NA,NA,white,15,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,yes,oct thru dec
23000,employed,60,black,59,male,yes,10,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,2,male,yes,NA,NA,no,NA,no,oct thru dec
8000,not in labor force,15,white,52,female,yes,NA,english,yes,hs or lower,no,oct thru dec
2500,employed,7,white,94,male,yes,5,english,no,college,yes,jan thru mar
109000,employed,50,white,51,male,yes,NA,english,yes,college,no,oct thru dec
NA,NA,NA,white,6,male,yes,NA,english,no,hs or lower,no,oct thru dec
25000,employed,25,black,53,female,yes,30,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,18,male,yes,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,other,8,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,oct thru dec
80000,employed,40,white,38,male,yes,NA,english,yes,college,no,apr thru jun
0,not in labor force,NA,asian,84,female,yes,NA,other,yes,grad,no,apr thru jun
41000,employed,40,white,42,male,yes,90,english,yes,college,no,apr thru jun
130,not in labor force,50,white,71,male,yes,NA,english,yes,grad,yes,jul thru sep
79000,employed,50,white,35,female,yes,30,english,yes,grad,no,jul thru sep
